"varOnly"	"varInFile"	"min"	"max"	"absMax"	"scale"	"scale.factorAtt"
"KE"	"KE_d02_wrfextr_CESM"	21820.498047	8229410.5	8229410.5	"100"	"0.01"
"KE"	"KE_d02_wrfextr_CNRM"	9857.942383	7298815.5	7298815.5	"100"	"0.01"
"Z700"	"Z700_d02_wrfextr_CESM"	3041.566162	3287.69043	3287.69043	"100000"	"0.00001"
"Z700"	"Z700_d02_wrfextr_CNRM"	2949.219971	3300.460693	3300.460693	"100000"	"0.00001"
